rn_number,permit_number,publish_date,relative_file_location
RN104747654,87991,3-3-2010,data/MAERT/RN104747654_87991_3-3-2010_1712070317.pdf
RN106128457,95968,7-14-2022,data/MAERT/RN106128457_95968_7-14-2022_1711925947.pdf
RN104368030,72999,3-24-2005,data/MAERT/RN104368030_72999_3-24-2005_1712126181.pdf
RN100210475,80759,4-6-2009,data/MAERT/RN100210475_80759_4-6-2009_1711928188.pdf
RN100728179,43652,3-21-2003,data/MAERT/RN100728179_43652_3-21-2003_1712880508.pdf
RN102018322,4437A,4-14-2014,data/MAERT/RN102018322_4437A_4-14-2014_1712432224.pdf
RN101898948,9369,1-17-2001,data/MAERT/RN101898948_9369_1-17-2001_1711976270.pdf
RN102596376,50542,8-16-2013,data/MAERT/RN102596376_50542_8-16-2013_1712053396.pdf
RN102177391,1505,12-7-2005,data/MAERT/RN102177391_1505_12-7-2005_1711947213.pdf
RN100689934,5107A,11-4-1994,data/MAERT/RN100689934_5107A_11-4-1994_1711290386.pdf
RN101957371,19872,7-16-1993,data/MAERT/RN101957371_19872_7-16-1993_1712168437.pdf
RN100681527,19683,10-19-2006,data/MAERT/RN100681527_19683_10-19-2006_1712751194.pdf
RN102516978,86614,6-22-2009,data/MAERT/RN102516978_86614_6-22-2009_1713913273.pdf
RN100218130,PSDTX985,3-20-2002,data/MAERT/RN100218130_PSDTX985_3-20-2002_1711887237.pdf
RN100753755,18478,9-11-2000,data/MAERT/RN100753755_18478_9-11-2000_1711840939.pdf
RN100225853,1283,8-20-1993,data/MAERT/RN100225853_1283_8-20-1993_1714064149.pdf
RN100210517,9708,6-13-2022,data/MAERT/RN100210517_9708_6-13-2022_1712994815.pdf
RN102294568,30787,6-29-2001,data/MAERT/RN102294568_30787_6-29-2001_1713410468.pdf
RN102503042,37980,5-21-2004,data/MAERT/RN102503042_37980_5-21-2004_1713931836.pdf
RN100218767,1677,2-13-1997,data/MAERT/RN100218767_1677_2-13-1997_1713931722.pdf
RN100211176,2339A,1-9-2017,data/MAERT/RN100211176_2339A_1-9-2017_1713194619.pdf
RN103196689,55464,11-10-2011,data/MAERT/RN103196689_55464_11-10-2011_1713231829.pdf
RN100228196,3372,12-22-1995,data/MAERT/RN100228196_3372_12-22-1995_1713266927.pdf
RN111708863,172324,8-22-2023,data/MAERT/RN111708863_172324_8-22-2023_1712555590.pdf
RN101901338,38239,5-11-2012,data/MAERT/RN101901338_38239_5-11-2012_1712126059.pdf
RN102963162,21052,10-15-2003,data/MAERT/RN102963162_21052_10-15-2003_1713392871.pdf
RN102501624,1100,7-15-1997,data/MAERT/RN102501624_1100_7-15-1997_1713157096.pdf
RN100821107,38620,11-24-1998,data/MAERT/RN100821107_38620_11-24-1998_1712100009.pdf
RN101615839,95666,7-18-2013,data/MAERT/RN101615839_95666_7-18-2013_1713316997.pdf
RN106679244,109712L001,9-18-2013,data/MAERT/RN106679244_109712L001_9-18-2013_1711966912.pdf
RN100218049,7223A,7-31-2020,data/MAERT/RN100218049_7223A_7-31-2020_1713229274.pdf
RN111602041,172595,3-22-2024,data/MAERT/RN111602041_172595_3-22-2024_1712517049.pdf
RN102495884,9868A,2-25-2013,data/MAERT/RN102495884_9868A_2-25-2013_1713215947.pdf
RN100209931,2005,11-13-2006,data/MAERT/RN100209931_2005_11-13-2006_1714026661.pdf
RN100218890,3150,6-10-2004,data/MAERT/RN100218890_3150_6-10-2004_1711903525.pdf
RN100651058,21404,2-24-2005,data/MAERT/RN100651058_21404_2-24-2005_1712307344.pdf
RN100214428,9654A,2-23-2007,data/MAERT/RN100214428_9654A_2-23-2007_1713911726.pdf
RN100602507,77918,10-16-2007,data/MAERT/RN100602507_77918_10-16-2007_1713714401.pdf
RN100238492,234B,5-9-2001,data/MAERT/RN100238492_234B_5-9-2001_1711926725.pdf
RN100218973,19166,7-13-2009,data/MAERT/RN100218973_19166_7-13-2009_1711191910.pdf
RN100216761,9423,9-5-2023,data/MAERT/RN100216761_9423_9-5-2023_1712533566.pdf
RN104606587,75930L001,2-21-2020,data/MAERT/RN104606587_75930L001_2-21-2020_1712316456.pdf
RN100542224,5252,2-18-1997,data/MAERT/RN100542224_5252_2-18-1997_1712528323.pdf
RN102800620,74300,3-16-2016,data/MAERT/RN102800620_74300_3-16-2016_1711327440.pdf
RN100213479,5900,9-22-2003,data/MAERT/RN100213479_5900_9-22-2003_1712984937.pdf
RN102294659,4270,9-16-2015,data/MAERT/RN102294659_4270_9-16-2015_1712220744.pdf
RN100678523,44022,9-27-2001,data/MAERT/RN100678523_44022_9-27-2001_1713074662.pdf
RN100852615,20983,3-4-2019,data/MAERT/RN100852615_20983_3-4-2019_1713406828.pdf
RN102557048,7717,5-10-1994,data/MAERT/RN102557048_7717_5-10-1994_1713565005.pdf
RN100865070,18732,8-30-2005,data/MAERT/RN100865070_18732_8-30-2005_1711926788.pdf
RN100847946,162450L001,3-23-2021,data/MAERT/RN100847946_162450L001_3-23-2021_1712979243.pdf
RN100825389,1753,3-24-2005,data/MAERT/RN100825389_1753_3-24-2005_1711947821.pdf
RN100843242,49440,3-26-2002,data/MAERT/RN100843242_49440_3-26-2002_1711998918.pdf
RN102882586,20920,6-4-2013,data/MAERT/RN102882586_20920_6-4-2013_1711928530.pdf
RN101210318,54889,12-23-2003,data/MAERT/RN101210318_54889_12-23-2003_1713769416.pdf
RN108796657,136422L001,9-7-2016,data/MAERT/RN108796657_136422L001_9-7-2016_1712720959.pdf
RN100831643,4340,10-13-1993,data/MAERT/RN100831643_4340_10-13-1993_1711187585.pdf
RN100825249,103832,3-29-2024,data/MAERT/RN100825249_103832_3-29-2024_1712696383.pdf
RN101062610,4088,11-21-1995,data/MAERT/RN101062610_4088_11-21-1995_1712432697.pdf
RN102596244,2249,12-12-2013,data/MAERT/RN102596244_2249_12-12-2013_1712464289.pdf
RN102706371,46691,9-27-2001,data/MAERT/RN102706371_46691_9-27-2001_1711889454.pdf
RN102501194,472,7-17-2000,data/MAERT/RN102501194_472_7-17-2000_1713382665.pdf
RN104995931,79663L001,12-7-2012,data/MAERT/RN104995931_79663L001_12-7-2012_1713319394.pdf
RN101926434,40175,6-28-2004,data/MAERT/RN101926434_40175_6-28-2004_1712369216.pdf
RN100211879,3173,6-26-2001,data/MAERT/RN100211879_3173_6-26-2001_1712634164.pdf
RN100708619,17803,7-2-1998,data/MAERT/RN100708619_17803_7-2-1998_1713025472.pdf
RN100885904,49749,7-23-2002,data/MAERT/RN100885904_49749_7-23-2002_1713016444.pdf
RN101633766,9131,7-17-1995,data/MAERT/RN101633766_9131_7-17-1995_1712874415.pdf
RN102963162,21052,9-8-1993,data/MAERT/RN102963162_21052_9-8-1993_1713392848.pdf
RN101485183,6113,3-12-2019,data/MAERT/RN101485183_6113_3-12-2019_1712166663.pdf
RN101938538,71772,2-11-2013,data/MAERT/RN101938538_71772_2-11-2013_1712982939.pdf
RN100219302,1137,11-4-1994,data/MAERT/RN100219302_1137_11-4-1994_1713739883.pdf
RN102166634,9863,12-14-1994,data/MAERT/RN102166634_9863_12-14-1994_1711943250.pdf
RN100224534,6029,1-11-2012,data/MAERT/RN100224534_6029_1-11-2012_1713866531.pdf
RN102955135,3342,8-8-1994,data/MAERT/RN102955135_3342_8-8-1994_1713076215.pdf
RN100217207,40938,11-20-2023,data/MAERT/RN100217207_40938_11-20-2023_1711947050.pdf
RN102607827,72041,9-10-2004,data/MAERT/RN102607827_72041_9-10-2004_1713116062.pdf
RN101062099,9597,9-7-2000,data/MAERT/RN101062099_9597_9-7-2000_1712058331.pdf
RN100210889,20519,6-2-2000,data/MAERT/RN100210889_20519_6-2-2000_1712071795.pdf
RN100798222,18865C,11-2-1990,data/MAERT/RN100798222_18865C_11-2-1990_1713985796.pdf
RN101946531,31886,5-23-1996,data/MAERT/RN101946531_31886_5-23-1996_1711367680.pdf
RN103939427,55345,6-30-2004,data/MAERT/RN103939427_55345_6-30-2004_1712536429.pdf
RN102458635,7163,2-7-2013,data/MAERT/RN102458635_7163_2-7-2013_1711366857.pdf
RN102498045,7351A,1-25-2013,data/MAERT/RN102498045_7351A_1-25-2013_1713314239.pdf
RN103796645,18407,7-22-1993,data/MAERT/RN103796645_18407_7-22-1993_1712008725.pdf
RN100849835,24421,11-29-2004,data/MAERT/RN100849835_24421_11-29-2004_1711837595.pdf
RN102581493,21595,8-1-2007,data/MAERT/RN102581493_21595_8-1-2007_1713250001.pdf
RN100845155,43710,8-17-2009,data/MAERT/RN100845155_43710_8-17-2009_1712627876.pdf
RN102584026,6825A,1-8-1998,data/MAERT/RN102584026_6825A_1-8-1998_1712677616.pdf
RN102018322,4437A,12-17-2002,data/MAERT/RN102018322_4437A_12-17-2002_1712432427.pdf
RN101302040,2754C,12-4-2012,data/MAERT/RN101302040_2754C_12-4-2012_1712759096.pdf
RN102776002,18966,12-6-1990,data/MAERT/RN102776002_18966_12-6-1990_1711947369.pdf
RN100219740,4788,1-5-1995,data/MAERT/RN100219740_4788_1-5-1995_1712515492.pdf
RN100212026,20419,12-15-2000,data/MAERT/RN100212026_20419_12-15-2000_1712760701.pdf
RN103121810,26624,9-26-1995,data/MAERT/RN103121810_26624_9-26-1995_1713066142.pdf
RN100221928,21429,4-8-1997,data/MAERT/RN100221928_21429_4-8-1997_1713132476.pdf
RN102200482,19718,6-10-2016,data/MAERT/RN102200482_19718_6-10-2016_1713392190.pdf
RN102535515,951,6-8-2022,data/MAERT/RN102535515_951_6-8-2022_1712464020.pdf
RN100542778,5214,9-30-2014,data/MAERT/RN100542778_5214_9-30-2014_1713402297.pdf
RN100218288,3404,12-6-1993,data/MAERT/RN100218288_3404_12-6-1993_1713036162.pdf
RN100912617,73609,5-24-2005,data/MAERT/RN100912617_73609_5-24-2005_1713124109.pdf
RN100727031,37516,12-6-2007,data/MAERT/RN100727031_37516_12-6-2007_1712088884.pdf
RN100727999,32072,6-8-2006,data/MAERT/RN100727999_32072_6-8-2006_1711262954.pdf
RN104572359,75178,2-27-2013,data/MAERT/RN104572359_75178_2-27-2013_1713936624.pdf
RN104156526,73368,1-28-2005,data/MAERT/RN104156526_73368_1-28-2005_1713946730.pdf
RN102287596,2375A,9-16-2013,data/MAERT/RN102287596_2375A_9-16-2013_1712229073.pdf
RN102530052,50114,10-4-2002,data/MAERT/RN102530052_50114_10-4-2002_1712747527.pdf
RN111130365,163247L001,1-25-2021,data/MAERT/RN111130365_163247L001_1-25-2021_1713382786.pdf
RN102537586,39115,10-24-2008,data/MAERT/RN102537586_39115_10-24-2008_1713249866.pdf
RN104123401,44652,4-25-2012,data/MAERT/RN104123401_44652_4-25-2012_1713328609.pdf
RN102752763,20162,4-20-2012,data/MAERT/RN102752763_20162_4-20-2012_1711368810.pdf
RN100219203,807,10-25-2010,data/MAERT/RN100219203_807_10-25-2010_1711355641.pdf
RN100221134,19784,5-31-2019,data/MAERT/RN100221134_19784_5-31-2019_1713232160.pdf
RN101521094,35362,7-23-2004,data/MAERT/RN101521094_35362_7-23-2004_1711389528.pdf
RN100931948,20382,7-26-2006,data/MAERT/RN100931948_20382_7-26-2006_1712069772.pdf
RN102875929,4319B,12-15-2003,data/MAERT/RN102875929_4319B_12-15-2003_1713734767.pdf
RN100238708,35735,2-6-2008,data/MAERT/RN100238708_35735_2-6-2008_1714002095.pdf
RN100963834,21741,12-19-2016,data/MAERT/RN100963834_21741_12-19-2016_1713910568.pdf
RN100214626,22428,11-10-1993,data/MAERT/RN100214626_22428_11-10-1993_1713918640.pdf
RN101980217,21670,7-30-2015,data/MAERT/RN101980217_21670_7-30-2015_1711366830.pdf
RN102561925,9481,6-29-2004,data/MAERT/RN102561925_9481_6-29-2004_1712554283.pdf
RN100212752,17992,10-1-1999,data/MAERT/RN100212752_17992_10-1-1999_1712703856.pdf
RN100209287,5421,4-13-2009,data/MAERT/RN100209287_5421_4-13-2009_1712671894.pdf
RN102041282,21878,9-21-1994,data/MAERT/RN102041282_21878_9-21-1994_1711944939.pdf
RN101620649,18588,8-9-2004,data/MAERT/RN101620649_18588_8-9-2004_1712760351.pdf
RN102261534,3737,2-15-2013,data/MAERT/RN102261534_3737_2-15-2013_1713677202.pdf
RN102660909,51412,11-21-2002,data/MAERT/RN102660909_51412_11-21-2002_1712857425.pdf
RN102935327,20587,1-30-2004,data/MAERT/RN102935327_20587_1-30-2004_1711988738.pdf
RN100218973,107518,2-15-2022,data/MAERT/RN100218973_107518_2-15-2022_1711191866.pdf
RN100236041,6862B,9-18-2002,data/MAERT/RN100236041_6862B_9-18-2002_1712005154.pdf
RN100217405,1727,10-1-2004,data/MAERT/RN100217405_1727_10-1-2004_1713753514.pdf
RN102302767,44298,9-20-2013,data/MAERT/RN102302767_44298_9-20-2013_1713492417.pdf
RN102920527,54157,7-18-2003,data/MAERT/RN102920527_54157_7-18-2003_1712686180.pdf
RN100942119,29649,12-27-1995,data/MAERT/RN100942119_29649_12-27-1995_1713328946.pdf
RN100834019,37176,12-8-1998,data/MAERT/RN100834019_37176_12-8-1998_1712232503.pdf
RN102248606,7286,9-28-1998,data/MAERT/RN102248606_7286_9-28-1998_1711179890.pdf
RN102514775,5432,9-1-2004,data/MAERT/RN102514775_5432_9-1-2004_1713160929.pdf
RN102041282,21878,5-3-1996,data/MAERT/RN102041282_21878_5-3-1996_1711944946.pdf
RN100638683,7654,1-8-1998,data/MAERT/RN100638683_7654_1-8-1998_1713878531.pdf
RN102555166,2700A,3-10-2006,data/MAERT/RN102555166_2700A_3-10-2006_1712591273.pdf
RN103147450,21830,8-11-2003,data/MAERT/RN103147450_21830_8-11-2003_1714060932.pdf
RN100224104,39616,9-2-1999,data/MAERT/RN100224104_39616_9-2-1999_1712095631.pdf
RN101765667,4731,11-12-1993,data/MAERT/RN101765667_4731_11-12-1993_1713925277.pdf
RN100215896,PSDTX720,2-1-1993,data/MAERT/RN100215896_PSDTX720_2-1-1993_1713192306.pdf
RN100211093,53581,4-30-2008,data/MAERT/RN100211093_53581_4-30-2008_1712427302.pdf
RN107607541,5382,7-7-2015,data/MAERT/RN107607541_5382_7-7-2015_1713817688.pdf
RN104262704,21149,5-29-2001,data/MAERT/RN104262704_21149_5-29-2001_1712534118.pdf
RN100634922,20057,1-4-2021,data/MAERT/RN100634922_20057_1-4-2021_1712551371.pdf
RN106083660,94926,3-23-2011,data/MAERT/RN106083660_94926_3-23-2011_1713011970.pdf
RN102660727,41135,5-1-2023,data/MAERT/RN102660727_41135_5-1-2023_1711237782.pdf
RN100221589,141260,6-29-2017,data/MAERT/RN100221589_141260_6-29-2017_1712630141.pdf
RN104069349,70580,3-29-2004,data/MAERT/RN104069349_70580_3-29-2004_1714012424.pdf
RN100224674,3855B,9-1-1998,data/MAERT/RN100224674_3855B_9-1-1998_1711946724.pdf
RN100210830,4757,6-23-2003,data/MAERT/RN100210830_4757_6-23-2003_1712535656.pdf
RN104367362,72976,11-22-2004,data/MAERT/RN104367362_72976_11-22-2004_1713378202.pdf
RN101060648,33961,7-23-2019,data/MAERT/RN101060648_33961_7-23-2019_1712024132.pdf
RN100213016,18897,6-6-2014,data/MAERT/RN100213016_18897_6-6-2014_1713064881.pdf
RN104725445,5207,9-12-2016,data/MAERT/RN104725445_5207_9-12-2016_1711165551.pdf
RN100846245,20425,12-29-2005,data/MAERT/RN100846245_20425_12-29-2005_1712009090.pdf
RN100216720,73352,12-23-2009,data/MAERT/RN100216720_73352_12-23-2009_1713188571.pdf
RN100212224,18234,9-25-2018,data/MAERT/RN100212224_18234_9-25-2018_1712747223.pdf
RN102695798,19716,1-19-2006,data/MAERT/RN102695798_19716_1-19-2006_1713306979.pdf
RN100217702,21671,1-21-1993,data/MAERT/RN100217702_21671_1-21-1993_1713483855.pdf
RN102215407,44172,8-11-2016,data/MAERT/RN102215407_44172_8-11-2016_1713255076.pdf
RN104661996,40672,2-15-2013,data/MAERT/RN104661996_40672_2-15-2013_1711177671.pdf
RN104316500,72398,10-27-2004,data/MAERT/RN104316500_72398_10-27-2004_1711970916.pdf
RN110836624,160096,9-18-2020,data/MAERT/RN110836624_160096_9-18-2020_1713460870.pdf
RN104992367,40172,12-21-1999,data/MAERT/RN104992367_40172_12-21-1999_1713735023.pdf
RN101827863,38238,9-17-1998,data/MAERT/RN101827863_38238_9-17-1998_1712429462.pdf
RN101924413,44049,1-31-2002,data/MAERT/RN101924413_44049_1-31-2002_1711156794.pdf
RN102610789,20743,8-22-2002,data/MAERT/RN102610789_20743_8-22-2002_1712021121.pdf
RN101612851,4659,2-16-2006,data/MAERT/RN101612851_4659_2-16-2006_1713915305.pdf
RN104120100,70868,12-16-2014,data/MAERT/RN104120100_70868_12-16-2014_1713256395.pdf
RN110492337,164378,5-27-2021,data/MAERT/RN110492337_164378_5-27-2021_1713360991.pdf
RN102887270,19624,2-2-2011,data/MAERT/RN102887270_19624_2-2-2011_1712533918.pdf
RN100750587,6426,1-30-1996,data/MAERT/RN100750587_6426_1-30-1996_1712985610.pdf
RN100542356,72666,9-24-2004,data/MAERT/RN100542356_72666_9-24-2004_1712976616.pdf
RN107129264,18947,7-16-1998,data/MAERT/RN107129264_18947_7-16-1998_1713732055.pdf
RN102581493,21595,10-9-2012,data/MAERT/RN102581493_21595_10-9-2012_1713250013.pdf
RN103057345,155E,3-30-1993,data/MAERT/RN103057345_155E_3-30-1993_1713765684.pdf
RN100699834,4691,11-29-2000,data/MAERT/RN100699834_4691_11-29-2000_1712924092.pdf
RN100851690,48239,11-14-2012,data/MAERT/RN100851690_48239_11-14-2012_1711118084.pdf
RN101980167,71958,6-11-2014,data/MAERT/RN101980167_71958_6-11-2014_1712713829.pdf
RN100634922,3715A,4-2-1998,data/MAERT/RN100634922_3715A_4-2-1998_1712551526.pdf
RN108772245,104092,7-16-2021,data/MAERT/RN108772245_104092_7-16-2021_1713229584.pdf
RN100664853,4421A,8-24-1998,data/MAERT/RN100664853_4421A_8-24-1998_1711180748.pdf
RN102707049,9349A,1-2-1997,data/MAERT/RN102707049_9349A_1-2-1997_1713770263.pdf
RN102558939,74449,1-23-2006,data/MAERT/RN102558939_74449_1-23-2006_1712622810.pdf
RN100209931,34017,12-16-2003,data/MAERT/RN100209931_34017_12-16-2003_1714028153.pdf
RN101462554,36755,8-18-2017,data/MAERT/RN101462554_36755_8-18-2017_1711198793.pdf
RN100213016,41167,1-5-2000,data/MAERT/RN100213016_41167_1-5-2000_1713065045.pdf
RN102318847,19732,1-25-2002,data/MAERT/RN102318847_19732_1-25-2002_1712035509.pdf
RN102199817,20597,1-18-1994,data/MAERT/RN102199817_20597_1-18-1994_1713868599.pdf
RN102503042,37980,2-27-2012,data/MAERT/RN102503042_37980_2-27-2012_1713931884.pdf
RN100210830,3678,7-16-1998,data/MAERT/RN100210830_3678_7-16-1998_1712535426.pdf
RN100219005,2573,1-20-1994,data/MAERT/RN100219005_2573_1-20-1994_1712357717.pdf
RN106603970,146950,5-31-2018,data/MAERT/RN106603970_146950_5-31-2018_1712068400.pdf
RN101271419,56613,1-24-2008,data/MAERT/RN101271419_56613_1-24-2008_1712221436.pdf
RN108887290,137328,10-25-2016,data/MAERT/RN108887290_137328_10-25-2016_1713233341.pdf
RN104780234,77054L001,2-3-2020,data/MAERT/RN104780234_77054L001_2-3-2020_1713062013.pdf
RN100227792,44650,8-3-2009,data/MAERT/RN100227792_44650_8-3-2009_1712627511.pdf
RN100221324,2113,3-8-2006,data/MAERT/RN100221324_2113_3-8-2006_1712430529.pdf
RN102536836,5970,4-16-2012,data/MAERT/RN102536836_5970_4-16-2012_1712592778.pdf
RN100542711,49076,4-19-2024,data/MAERT/RN100542711_49076_4-19-2024_1713752860.pdf
RN104352836,77674,5-31-2007,data/MAERT/RN104352836_77674_5-31-2007_1713486561.pdf
RN100224609,19660,9-15-1993,data/MAERT/RN100224609_19660_9-15-1993_1712225877.pdf
RN102704681,36321,2-13-1998,data/MAERT/RN102704681_36321_2-13-1998_1712814613.pdf
RN104392626,1468,8-29-2007,data/MAERT/RN104392626_1468_8-29-2007_1713745962.pdf
RN100215441,2613,5-26-2005,data/MAERT/RN100215441_2613_5-26-2005_1712458569.pdf
RN101979219,38718,4-4-2000,data/MAERT/RN101979219_38718_4-4-2000_1713402630.pdf
RN101985398,18038,5-19-1994,data/MAERT/RN101985398_18038_5-19-1994_1713306440.pdf
RN102505963,19156,4-22-1996,data/MAERT/RN102505963_19156_4-22-1996_1712898706.pdf
RN100859081,71398,9-25-2015,data/MAERT/RN100859081_71398_9-25-2015_1713493341.pdf
RN102498714,20458,10-7-1996,data/MAERT/RN102498714_20458_10-7-1996_1712048252.pdf
RN105094031,81194,8-1-2007,data/MAERT/RN105094031_81194_8-1-2007_1712230473.pdf
RN100738830,45437,8-4-2011,data/MAERT/RN100738830_45437_8-4-2011_1713243749.pdf
RN104386354,73647,6-9-2009,data/MAERT/RN104386354_73647_6-9-2009_1712693080.pdf
RN102566890,3069A,8-3-2006,data/MAERT/RN102566890_3069A_8-3-2006_1712229020.pdf
RN102201464,21337,8-20-1996,data/MAERT/RN102201464_21337_8-20-1996_1711834864.pdf
RN102323268,6798,7-20-2012,data/MAERT/RN102323268_6798_7-20-2012_1713501556.pdf
RN102467701,4430,6-25-2012,data/MAERT/RN102467701_4430_6-25-2012_1711177468.pdf
RN100238708,PSDTX793,5-11-1994,data/MAERT/RN100238708_PSDTX793_5-11-1994_1714002537.pdf
RN100221308,673B,8-31-1993,data/MAERT/RN100221308_673B_8-31-1993_1712690570.pdf
RN101744134,377A,5-19-2014,data/MAERT/RN101744134_377A_5-19-2014_1711841032.pdf
RN104262704,9692,9-13-2013,data/MAERT/RN104262704_9692_9-13-2013_1712534622.pdf
RN105118111,80315,8-31-2007,data/MAERT/RN105118111_80315_8-31-2007_1713120411.pdf
RN106068570,94634,7-19-2011,data/MAERT/RN106068570_94634_7-19-2011_1712118347.pdf
RN102760840,35648,4-26-2005,data/MAERT/RN102760840_35648_4-26-2005_1713911426.pdf
RN100668250,16958,9-4-1997,data/MAERT/RN100668250_16958_9-4-1997_1711243281.pdf
RN100212067,47012,7-30-2001,data/MAERT/RN100212067_47012_7-30-2001_1711839861.pdf
RN102207669,29691,12-19-1995,data/MAERT/RN102207669_29691_12-19-1995_1713049803.pdf
RN102476967,45899,10-27-2011,data/MAERT/RN102476967_45899_10-27-2011_1713069543.pdf
RN100716661,56389,11-23-2015,data/MAERT/RN100716661_56389_11-23-2015_1712433265.pdf
RN100214386,38754,2-13-2018,data/MAERT/RN100214386_38754_2-13-2018_1712607981.pdf
RN100210319,309847,9-25-2020,data/MAERT/RN100210319_309847_9-25-2020_1711945798.pdf
RN102156270,22191,4-12-2013,data/MAERT/RN102156270_22191_4-12-2013_1711161676.pdf
RN102501020,19016,9-2-2016,data/MAERT/RN102501020_19016_9-2-2016_1713502379.pdf
RN100870898,6618,2-17-2004,data/MAERT/RN100870898_6618_2-17-2004_1711886855.pdf
RN100213628,20418,3-15-1994,data/MAERT/RN100213628_20418_3-15-1994_1712993990.pdf
RN102210275,24706,11-4-2013,data/MAERT/RN102210275_24706_11-4-2013_1711176623.pdf
RN101980217,21670,12-13-1995,data/MAERT/RN101980217_21670_12-13-1995_1711366832.pdf
RN111520482,169423,1-27-2023,data/MAERT/RN111520482_169423_1-27-2023_1711173028.pdf
RN101938843,22643,8-4-2005,data/MAERT/RN101938843_22643_8-4-2005_1711835733.pdf
RN101041598,304589,3-5-2021,data/MAERT/RN101041598_304589_3-5-2021_1713932308.pdf
RN100807783,2356,1-9-2013,data/MAERT/RN100807783_2356_1-9-2013_1712452493.pdf
RN100219393,46488,1-30-2001,data/MAERT/RN100219393_46488_1-30-2001_1712717020.pdf
RN106350192,168102,9-6-2022,data/MAERT/RN106350192_168102_9-6-2022_1711831501.pdf
RN106208218,98044,1-19-2012,data/MAERT/RN106208218_98044_1-19-2012_1712903011.pdf
RN100214022,9824A,4-3-2003,data/MAERT/RN100214022_9824A_4-3-2003_1713144406.pdf
RN106603970,146950,8-12-2021,data/MAERT/RN106603970_146950_8-12-2021_1712068404.pdf
RN102201415,5983,3-9-1999,data/MAERT/RN102201415_5983_3-9-1999_1713248707.pdf
RN100219005,23344,9-19-2022,data/MAERT/RN100219005_23344_9-19-2022_1712357695.pdf
RN102496130,44277,12-16-2003,data/MAERT/RN102496130_44277_12-16-2003_1714041378.pdf
RN102413762,25562,4-28-2016,data/MAERT/RN102413762_25562_4-28-2016_1714068668.pdf
RN100218973,19168,3-10-2016,data/MAERT/RN100218973_19168_3-10-2016_1711191946.pdf
RN102565512,22178,8-30-1993,data/MAERT/RN102565512_22178_8-30-1993_1712166148.pdf
RN102584026,6825A,4-7-2014,data/MAERT/RN102584026_6825A_4-7-2014_1712677411.pdf
RN100688019,35846,8-26-1999,data/MAERT/RN100688019_35846_8-26-1999_1711278313.pdf
RN100221910,6478A,12-27-2004,data/MAERT/RN100221910_6478A_12-27-2004_1712442409.pdf
RN101989598,18654A,6-13-2007,data/MAERT/RN101989598_18654A_6-13-2007_1713562368.pdf
RN100224104,17973,7-11-2008,data/MAERT/RN100224104_17973_7-11-2008_1712095613.pdf
RN100239698,2351A,10-24-2000,data/MAERT/RN100239698_2351A_10-24-2000_1712711853.pdf
