rn_number,permit_number,publish_date,relative_file_location
RN102525623,21192,1-22-1993,data/MAERT/RN102525623_21192_1-22-1993_1713867217.pdf
RN100890771,24944,4-5-2004,data/MAERT/RN100890771_24944_4-5-2004_1712805192.pdf
RN100681527,19683,6-4-2007,data/MAERT/RN100681527_19683_6-4-2007_1712751206.pdf
RN100218254,9399,10-31-2003,data/MAERT/RN100218254_9399_10-31-2003_1713867879.pdf
RN102755667,81350L006,8-1-2011,data/MAERT/RN102755667_81350L006_8-1-2011_1712441839.pdf
RN102536307,1176,3-7-2024,data/MAERT/RN102536307_1176_3-7-2024_1713309729.pdf
RN100825371,1532,2-17-2015,data/MAERT/RN100825371_1532_2-17-2015_1714025522.pdf
RN102926920,6257E,5-24-2000,data/MAERT/RN102926920_6257E_5-24-2000_1711360590.pdf
RN102174455,8136A,3-28-2002,data/MAERT/RN102174455_8136A_3-28-2002_1713399432.pdf
RN100211820,6474,7-27-2001,data/MAERT/RN100211820_6474_7-27-2001_1711838124.pdf
RN100925858,31976,5-11-2006,data/MAERT/RN100925858_31976_5-11-2006_1713491958.pdf
RN100727999,32072,2-25-2016,data/MAERT/RN100727999_32072_2-25-2016_1711262956.pdf
RN101699908,29647,9-28-1995,data/MAERT/RN101699908_29647_9-28-1995_1713034879.pdf
RN104144787,168215,9-20-2022,data/MAERT/RN104144787_168215_9-20-2022_1711838039.pdf
RN104918388,78423L001,10-6-2006,data/MAERT/RN104918388_78423L001_10-6-2006_1712786498.pdf
RN100219351,2789,3-2-1994,data/MAERT/RN100219351_2789_3-2-1994_1713710339.pdf
RN104356597,80354,10-14-2013,data/MAERT/RN104356597_80354_10-14-2013_1712997639.pdf
RN102183969,9659,7-26-2005,data/MAERT/RN102183969_9659_7-26-2005_1713946935.pdf
RN101058410,19002,8-16-2011,data/MAERT/RN101058410_19002_8-16-2011_1711946910.pdf
RN102551785,49137,1-31-2006,data/MAERT/RN102551785_49137_1-31-2006_1712619743.pdf
RN103059697,17001,5-23-1995,data/MAERT/RN103059697_17001_5-23-1995_1712152161.pdf
RN100900190,3515A,12-31-2002,data/MAERT/RN100900190_3515A_12-31-2002_1711946693.pdf
RN101619179,7467A,7-14-2021,data/MAERT/RN101619179_7467A_7-14-2021_1712068582.pdf
RN100218049,55239,1-7-2011,data/MAERT/RN100218049_55239_1-7-2011_1713229092.pdf
RN102555166,5418A,12-6-2013,data/MAERT/RN102555166_5418A_12-6-2013_1712592128.pdf
RN100210319,4477,4-16-2001,data/MAERT/RN100210319_4477_4-16-2001_1711945818.pdf
RN101859627,25303,12-16-2008,data/MAERT/RN101859627_25303_12-16-2008_1712358420.pdf
RN102305505,9224A,5-23-2011,data/MAERT/RN102305505_9224A_5-23-2011_1713755351.pdf
RN100761261,23258,11-4-1994,data/MAERT/RN100761261_23258_11-4-1994_1711986010.pdf
RN103145595,94782L001,2-18-2011,data/MAERT/RN103145595_94782L001_2-18-2011_1712222966.pdf
RN100704089,166595,4-14-2022,data/MAERT/RN100704089_166595_4-14-2022_1711841018.pdf
RN100804467,118217,3-30-2015,data/MAERT/RN100804467_118217_3-30-2015_1711237385.pdf
RN111368437,PSDTX1602,2-12-2024,data/MAERT/RN111368437_PSDTX1602_2-12-2024_1712148895.pdf
RN102567385,21343,12-23-2013,data/MAERT/RN102567385_21343_12-23-2013_1713265962.pdf
RN105286884,112977,9-26-2014,data/MAERT/RN105286884_112977_9-26-2014_1712532793.pdf
RN100225978,4791B,9-19-1996,data/MAERT/RN100225978_4791B_9-19-1996_1713246467.pdf
RN102560687,2595,9-29-1993,data/MAERT/RN102560687_2595_9-29-1993_1712171504.pdf
RN100564509,41541,9-10-2010,data/MAERT/RN100564509_41541_9-10-2010_1712694908.pdf
RN100771385,25744,10-17-1994,data/MAERT/RN100771385_25744_10-17-1994_1713120724.pdf
RN102605375,6048B,2-9-1995,data/MAERT/RN102605375_6048B_2-9-1995_1711839554.pdf
RN100211697,8904,10-31-2007,data/MAERT/RN100211697_8904_10-31-2007_1711901352.pdf
RN102610789,20743,12-12-2001,data/MAERT/RN102610789_20743_12-12-2001_1712021120.pdf
RN100238492,234B,11-1-2010,data/MAERT/RN100238492_234B_11-1-2010_1711926721.pdf
RN102611969,5645,1-27-1994,data/MAERT/RN102611969_5645_1-27-1994_1713735202.pdf
RN102505195,16786,1-22-1999,data/MAERT/RN102505195_16786_1-22-1999_1712899953.pdf
RN102776002,18966,8-25-2017,data/MAERT/RN102776002_18966_8-25-2017_1711947370.pdf
RN100825348,73399,6-24-2005,data/MAERT/RN100825348_73399_6-24-2005_1713999703.pdf
RN100757806,22439,12-7-1993,data/MAERT/RN100757806_22439_12-7-1993_1713401553.pdf
RN102775533,42212,5-9-2000,data/MAERT/RN102775533_42212_5-9-2000_1713047928.pdf
RN100894666,17304,9-2-2008,data/MAERT/RN100894666_17304_9-2-2008_1712053780.pdf
RN105630461,164399,4-12-2021,data/MAERT/RN105630461_164399_4-12-2021_1712957715.pdf
RN102663671,23271,3-11-2016,data/MAERT/RN102663671_23271_3-11-2016_1712956228.pdf
RN100840818,7195A,12-12-1994,data/MAERT/RN100840818_7195A_12-12-1994_1711988518.pdf
RN106350549,101641,4-10-2014,data/MAERT/RN106350549_101641_4-10-2014_1714032718.pdf
RN102433299,494,10-19-1998,data/MAERT/RN102433299_494_10-19-1998_1712879430.pdf
RN100222900,PSDTX817,5-9-1994,data/MAERT/RN100222900_PSDTX817_5-9-1994_1713503639.pdf
RN104367727,72974,12-3-2004,data/MAERT/RN104367727_72974_12-3-2004_1713238598.pdf
RN100210038,18046,5-5-2000,data/MAERT/RN100210038_18046_5-5-2000_1711115211.pdf
RN100224203,6705,1-12-1996,data/MAERT/RN100224203_6705_1-12-1996_1712125864.pdf
RN100219526,N286,4-27-2021,data/MAERT/RN100219526_N286_4-27-2021_1711887111.pdf
RN102888328,5572B,9-8-2003,data/MAERT/RN102888328_5572B_9-8-2003_1711945278.pdf
RN100216977,36644,8-13-2002,data/MAERT/RN100216977_36644_8-13-2002_1712886492.pdf
RN101433258,4092,8-31-1993,data/MAERT/RN101433258_4092_8-31-1993_1712148416.pdf
RN100223585,6093,10-9-2000,data/MAERT/RN100223585_6093_10-9-2000_1712022710.pdf
RN102180551,47767,7-29-2003,data/MAERT/RN102180551_47767_7-29-2003_1711829174.pdf
RN101434090,2808,10-31-2012,data/MAERT/RN101434090_2808_10-31-2012_1713493051.pdf
RN100218130,2167,8-17-2009,data/MAERT/RN100218130_2167_8-17-2009_1711887177.pdf
RN101857621,20374,8-29-1995,data/MAERT/RN101857621_20374_8-29-1995_1712048510.pdf
RN102177888,1556,2-29-2000,data/MAERT/RN102177888_1556_2-29-2000_1712008938.pdf
RN101062255,9015,2-3-2012,data/MAERT/RN101062255_9015_2-3-2012_1712232113.pdf
RN100210517,390,9-26-1994,data/MAERT/RN100210517_390_9-26-1994_1712994286.pdf
RN100238708,101,8-29-2014,data/MAERT/RN100238708_101_8-29-2014_1714001693.pdf
RN100810811,18108,12-6-2002,data/MAERT/RN100810811_18108_12-6-2002_1712464768.pdf
RN100210129,9803,6-30-2023,data/MAERT/RN100210129_9803_6-30-2023_1713232698.pdf
RN102817541,95058,3-31-2011,data/MAERT/RN102817541_95058_3-31-2011_1713867103.pdf
RN105225833,78192L001,5-23-2019,data/MAERT/RN105225833_78192L001_5-23-2019_1713068268.pdf
RN102522950,898,5-5-2000,data/MAERT/RN102522950_898_5-5-2000_1713562064.pdf
RN100215961,20814,6-30-2008,data/MAERT/RN100215961_20814_6-30-2008_1713123170.pdf
RN102506185,32612,7-14-2006,data/MAERT/RN102506185_32612_7-14-2006_1712638081.pdf
RN102207792,6256A,11-12-2020,data/MAERT/RN102207792_6256A_11-12-2020_1712646600.pdf
RN100218049,55239,6-23-2011,data/MAERT/RN100218049_55239_6-23-2011_1713229069.pdf
RN100227016,4056,10-1-2002,data/MAERT/RN100227016_4056_10-1-2002_1712529942.pdf
RN104317029,72322L001,9-20-2004,data/MAERT/RN104317029_72322L001_9-20-2004_1713934849.pdf
RN102323268,21945,9-30-2019,data/MAERT/RN102323268_21945_9-30-2019_1713501129.pdf
RN101679199,21393,9-12-2013,data/MAERT/RN101679199_21393_9-12-2013_1711290061.pdf
RN100210095,93959,10-21-2011,data/MAERT/RN100210095_93959_10-21-2011_1712621867.pdf
RN100829274,25093,9-16-1994,data/MAERT/RN100829274_25093_9-16-1994_1713409893.pdf
RN102287828,19081,1-15-1997,data/MAERT/RN102287828_19081_1-15-1997_1713716619.pdf
RN100212000,79228,6-10-2009,data/MAERT/RN100212000_79228_6-10-2009_1712697218.pdf
RN106078322,95412,3-21-2024,data/MAERT/RN106078322_95412_3-21-2024_1713413153.pdf
RN102323268,21945,11-29-2004,data/MAERT/RN102323268_21945_11-29-2004_1713501071.pdf
RN102419405,50224,3-28-2024,data/MAERT/RN102419405_50224_3-28-2024_1713275160.pdf
RN102457520,18936,5-19-2008,data/MAERT/RN102457520_18936_5-19-2008_1712887227.pdf
RN100909373,5264,9-20-1995,data/MAERT/RN100909373_5264_9-20-1995_1712529001.pdf
RN110172962,158993,3-17-2020,data/MAERT/RN110172962_158993_3-17-2020_1713876666.pdf
RN102963303,53614,1-17-2008,data/MAERT/RN102963303_53614_1-17-2008_1713056187.pdf
RN102566437,1061,8-4-2005,data/MAERT/RN102566437_1061_8-4-2005_1712464350.pdf
RN100234681,18226,5-23-2016,data/MAERT/RN100234681_18226_5-23-2016_1713753045.pdf
RN102501020,103048,10-7-2013,data/MAERT/RN102501020_103048_10-7-2013_1713502230.pdf
RN101869253,6224G,1-25-2013,data/MAERT/RN101869253_6224G_1-25-2013_1711975483.pdf
RN100221324,19681,2-3-2011,data/MAERT/RN100221324_19681_2-3-2011_1712430433.pdf
RN100222702,34340,12-21-2020,data/MAERT/RN100222702_34340_12-21-2020_1713677809.pdf
RN100217199,1360A,6-30-2011,data/MAERT/RN100217199_1360A_6-30-2011_1713248167.pdf
RN101625721,38105,6-3-2010,data/MAERT/RN101625721_38105_6-3-2010_1712117852.pdf
RN100224104,8315A,2-1-2001,data/MAERT/RN100224104_8315A_2-1-2001_1712095636.pdf
RN104402920,73233,5-26-2020,data/MAERT/RN104402920_73233_5-26-2020_1713832539.pdf
RN102185840,35195,10-23-1997,data/MAERT/RN102185840_35195_10-23-1997_1712235869.pdf
RN101932135,5160,5-11-2006,data/MAERT/RN101932135_5160_5-11-2006_1712982426.pdf
RN102414232,5575A,2-27-1995,data/MAERT/RN102414232_5575A_2-27-1995_1711945579.pdf
RN100218973,19201,9-29-2022,data/MAERT/RN100218973_19201_9-29-2022_1711192020.pdf
RN106371370,168070,8-24-2022,data/MAERT/RN106371370_168070_8-24-2022_1712072231.pdf
RN100851948,3004,8-11-2015,data/MAERT/RN100851948_3004_8-11-2015_1711948089.pdf
RN102745775,33182,8-8-1997,data/MAERT/RN102745775_33182_8-8-1997_1713070289.pdf
RN101701654,597,1-26-2007,data/MAERT/RN101701654_597_1-26-2007_1712813684.pdf
RN102764867,8371,4-11-1997,data/MAERT/RN102764867_8371_4-11-1997_1711278034.pdf
RN100212943,6721,10-31-2018,data/MAERT/RN100212943_6721_10-31-2018_1712814975.pdf
RN101210318,54889,8-21-2006,data/MAERT/RN101210318_54889_8-21-2006_1713769346.pdf
RN100213016,18897,3-13-2007,data/MAERT/RN100213016_18897_3-13-2007_1713064706.pdf
RN102207073,9146,2-11-1994,data/MAERT/RN102207073_9146_2-11-1994_1712684573.pdf
RN103061032,22830,11-5-1993,data/MAERT/RN103061032_22830_11-5-1993_1713307747.pdf
RN100212737,36978,4-6-2004,data/MAERT/RN100212737_36978_4-6-2004_1713560602.pdf
RN102558657,22456,12-17-1993,data/MAERT/RN102558657_22456_12-17-1993_1713758715.pdf
RN101971752,416D,3-4-2013,data/MAERT/RN101971752_416D_3-4-2013_1712235849.pdf
RN100792571,41873,11-24-1999,data/MAERT/RN100792571_41873_11-24-1999_1712882079.pdf
RN100244979,9746,5-2-2005,data/MAERT/RN100244979_9746_5-2-2005_1711194076.pdf
RN104961842,79041,3-9-2007,data/MAERT/RN104961842_79041_3-9-2007_1713312942.pdf
RN100543073,48786,10-8-2014,data/MAERT/RN100543073_48786_10-8-2014_1713038050.pdf
RN100211242,20625,8-3-2007,data/MAERT/RN100211242_20625_8-3-2007_1713266348.pdf
RN102496528,2217A,7-28-2006,data/MAERT/RN102496528_2217A_7-28-2006_1711350737.pdf
RN102534211,43480,5-13-2019,data/MAERT/RN102534211_43480_5-13-2019_1713195457.pdf
RN106955545,114698,9-22-2014,data/MAERT/RN106955545_114698_9-22-2014_1712681675.pdf
RN100542331,20042,5-9-2001,data/MAERT/RN100542331_20042_5-9-2001_1712629794.pdf
RN100834902,56523,6-17-2004,data/MAERT/RN100834902_56523_6-17-2004_1713046654.pdf
RN102735248,18696G,6-17-1998,data/MAERT/RN102735248_18696G_6-17-1998_1713268186.pdf
RN100219195,41166,11-2-2011,data/MAERT/RN100219195_41166_11-2-2011_1713876339.pdf
RN101983195,27069,4-20-1995,data/MAERT/RN101983195_27069_4-20-1995_1713832014.pdf
RN100843747,7606,9-19-1994,data/MAERT/RN100843747_7606_9-19-1994_1711369298.pdf
RN102573177,73198,12-27-2004,data/MAERT/RN102573177_73198_12-27-2004_1713144968.pdf
RN100224468,292,8-10-2012,data/MAERT/RN100224468_292_8-10-2012_1713754201.pdf
RN104403688,73407,4-22-2005,data/MAERT/RN104403688_73407_4-22-2005_1712576815.pdf
RN105745996,89049,4-9-2010,data/MAERT/RN105745996_89049_4-9-2010_1713914640.pdf
RN100212943,21000,12-19-2002,data/MAERT/RN100212943_21000_12-19-2002_1712814926.pdf
RN100225804,6832A,3-19-2003,data/MAERT/RN100225804_6832A_3-19-2003_1712229258.pdf
RN102323268,8418,7-16-2020,data/MAERT/RN102323268_8418_7-16-2020_1713501762.pdf
RN100794965,30922,1-5-1996,data/MAERT/RN100794965_30922_1-5-1996_1711886013.pdf
RN102926920,6257E,11-19-1996,data/MAERT/RN102926920_6257E_11-19-1996_1711360590.pdf
RN102523180,1877,8-4-2005,data/MAERT/RN102523180_1877_8-4-2005_1712592955.pdf
RN100228717,21356,11-20-2007,data/MAERT/RN100228717_21356_11-20-2007_1712552009.pdf
RN100793702,39944,5-2-2005,data/MAERT/RN100793702_39944_5-2-2005_1713047005.pdf
RN100223205,1257A,10-27-1998,data/MAERT/RN100223205_1257A_10-27-1998_1712632387.pdf
RN100219393,56698,3-31-2006,data/MAERT/RN100219393_56698_3-31-2006_1712717315.pdf
RN105127476,85092,5-14-2012,data/MAERT/RN105127476_85092_5-14-2012_1711946414.pdf
RN100238716,6763,12-17-2002,data/MAERT/RN100238716_6763_12-17-2002_1713968994.pdf
RN102559606,21555,11-15-1995,data/MAERT/RN102559606_21555_11-15-1995_1714003657.pdf
RN102292265,5038,8-10-1993,data/MAERT/RN102292265_5038_8-10-1993_1711265695.pdf
RN100227016,52041,2-14-2017,data/MAERT/RN100227016_52041_2-14-2017_1712530023.pdf
RN100785823,19133,5-16-2005,data/MAERT/RN100785823_19133_5-16-2005_1713243558.pdf
RN100221159,20315,10-6-2004,data/MAERT/RN100221159_20315_10-6-2004_1711176945.pdf
RN102196094,20778,6-8-2012,data/MAERT/RN102196094_20778_6-8-2012_1713821716.pdf
RN102498714,20458,5-2-1995,data/MAERT/RN102498714_20458_5-2-1995_1712048251.pdf
RN104859194,77816,10-5-2015,data/MAERT/RN104859194_77816_10-5-2015_1712706021.pdf
RN100792092,22562,8-26-1993,data/MAERT/RN100792092_22562_8-26-1993_1712010021.pdf
RN100798222,18865G,4-29-1998,data/MAERT/RN100798222_18865G_4-29-1998_1713985843.pdf
RN102925088,133997,10-26-2015,data/MAERT/RN102925088_133997_10-26-2015_1711367271.pdf
RN102558939,74449,4-5-2005,data/MAERT/RN102558939_74449_4-5-2005_1712622798.pdf
RN102536364,21239,3-10-1993,data/MAERT/RN102536364_21239_3-10-1993_1712769249.pdf
RN101946994,50382,2-3-2003,data/MAERT/RN101946994_50382_2-3-2003_1711109809.pdf
RN102596210,56419,5-2-2005,data/MAERT/RN102596210_56419_5-2-2005_1713917860.pdf
RN100225945,107153,3-17-2017,data/MAERT/RN100225945_107153_3-17-2017_1713230710.pdf
RN100214626,56508,6-29-2021,data/MAERT/RN100214626_56508_6-29-2021_1713918849.pdf
RN102748514,28797,5-16-2008,data/MAERT/RN102748514_28797_5-16-2008_1713161141.pdf
RN101287084,2795,3-31-2006,data/MAERT/RN101287084_2795_3-31-2006_1712803334.pdf
RN100248954,45621,5-30-2008,data/MAERT/RN100248954_45621_5-30-2008_1712996060.pdf
RN104317037,72323L001,9-20-2004,data/MAERT/RN104317037_72323L001_9-20-2004_1713934809.pdf
RN102519584,32476,1-8-1997,data/MAERT/RN102519584_32476_1-8-1997_1711117496.pdf
RN100611201,28896,5-2-2018,data/MAERT/RN100611201_28896_5-2-2018_1712340533.pdf
RN101290617,19350,5-21-2004,data/MAERT/RN101290617_19350_5-21-2004_1712061677.pdf
RN104099064,70723,8-24-2004,data/MAERT/RN104099064_70723_8-24-2004_1713233769.pdf
RN100224740,5631,10-11-1994,data/MAERT/RN100224740_5631_10-11-1994_1711927156.pdf
RN101983500,4290,3-6-2007,data/MAERT/RN101983500_4290_3-6-2007_1713089060.pdf
RN104067970,70280L001,6-10-2004,data/MAERT/RN104067970_70280L001_6-10-2004_1713009937.pdf
RN100211879,3178,4-20-1994,data/MAERT/RN100211879_3178_4-20-1994_1712634210.pdf
RN100743673,46896,7-17-2001,data/MAERT/RN100743673_46896_7-17-2001_1713811361.pdf
RN105819841,91150,2-15-2013,data/MAERT/RN105819841_91150_2-15-2013_1711111379.pdf
RN102549532,2259A,5-23-2014,data/MAERT/RN102549532_2259A_5-23-2014_1712028603.pdf
RN100228014,23700,8-31-1994,data/MAERT/RN100228014_23700_8-31-1994_1713224770.pdf
RN100209931,29481,12-29-2000,data/MAERT/RN100209931_29481_12-29-2000_1714027645.pdf
RN102555166,2707A,7-14-1995,data/MAERT/RN102555166_2707A_7-14-1995_1712591494.pdf
RN100825363,22508,9-10-1996,data/MAERT/RN100825363_22508_9-10-1996_1713751138.pdf
RN100767409,56016,4-8-2004,data/MAERT/RN100767409_56016_4-8-2004_1713111754.pdf
RN111779401,173443L001,3-26-2024,data/MAERT/RN111779401_173443L001_3-26-2024_1713137347.pdf
RN100209444,22100,2-16-2024,data/MAERT/RN100209444_22100_2-16-2024_1711925984.pdf
RN102071131,942A,1-14-2004,data/MAERT/RN102071131_942A_1-14-2004_1712443735.pdf
RN100711118,75271,7-19-2017,data/MAERT/RN100711118_75271_7-19-2017_1712068747.pdf
RN102180486,4850,7-3-2012,data/MAERT/RN102180486_4850_7-3-2012_1713682811.pdf
RN102199221,37289,3-9-1998,data/MAERT/RN102199221_37289_3-9-1998_1712004464.pdf
RN100223205,1257A,1-17-2013,data/MAERT/RN100223205_1257A_1-17-2013_1712632223.pdf
RN102459393,47554,12-30-2003,data/MAERT/RN102459393_47554_12-30-2003_1713124453.pdf
RN102180486,4850,7-30-2001,data/MAERT/RN102180486_4850_7-30-2001_1713683060.pdf
RN101292795,40639,2-9-2009,data/MAERT/RN101292795_40639_2-9-2009_1712702794.pdf
RN100221613,6285,6-13-2007,data/MAERT/RN100221613_6285_6-13-2007_1712681907.pdf
RN106007057,697,1-31-2006,data/MAERT/RN106007057_697_1-31-2006_1712367835.pdf
RN102609724,78421,1-5-2007,data/MAERT/RN102609724_78421_1-5-2007_1712048219.pdf
RN102176179,25256,9-14-2004,data/MAERT/RN102176179_25256_9-14-2004_1712923290.pdf
RN100536523,8706,7-31-2014,data/MAERT/RN100536523_8706_7-31-2014_1713310531.pdf
RN102207149,6873C,6-8-1993,data/MAERT/RN102207149_6873C_6-8-1993_1711277497.pdf
RN101112407,7628A,2-5-1996,data/MAERT/RN101112407_7628A_2-5-1996_1713406329.pdf
RN100218973,19200,9-29-2022,data/MAERT/RN100218973_19200_9-29-2022_1711191997.pdf
RN101843274,45615,7-25-2002,data/MAERT/RN101843274_45615_7-25-2002_1712539461.pdf
RN101627891,6366,12-14-1994,data/MAERT/RN101627891_6366_12-14-1994_1712101308.pdf
RN102315827,9572,8-16-1993,data/MAERT/RN102315827_9572_8-16-1993_1713488438.pdf
RN101449080,17994,1-30-2019,data/MAERT/RN101449080_17994_1-30-2019_1711187139.pdf
RN102176179,25256,8-22-2017,data/MAERT/RN102176179_25256_8-22-2017_1712923372.pdf
RN102899531,29316,4-27-2006,data/MAERT/RN102899531_29316_4-27-2006_1712122147.pdf
RN106176019,96988,8-8-2011,data/MAERT/RN106176019_96988_8-8-2011_1712036709.pdf
RN100219336,7538A,8-25-2008,data/MAERT/RN100219336_7538A_8-25-2008_1713833385.pdf
RN100221308,4614B,11-13-1997,data/MAERT/RN100221308_4614B_11-13-1997_1712690534.pdf
RN102792751,51984L002,9-22-2005,data/MAERT/RN102792751_51984L002_9-22-2005_1712004219.pdf
RN104386388,84719,9-22-2009,data/MAERT/RN104386388_84719_9-22-2009_1713558926.pdf
RN100579564,136263,5-12-2016,data/MAERT/RN100579564_136263_5-12-2016_1711243495.pdf
RN102560182,5146,5-13-1993,data/MAERT/RN102560182_5146_5-13-1993_1713931516.pdf
RN104725445,19023,1-16-2004,data/MAERT/RN104725445_19023_1-16-2004_1711165538.pdf
RN101062255,9015,6-4-1999,data/MAERT/RN101062255_9015_6-4-1999_1712232121.pdf
RN102770690,155036,10-31-2019,data/MAERT/RN102770690_155036_10-31-2019_1712748443.pdf
RN100218940,73287,6-14-2011,data/MAERT/RN100218940_73287_6-14-2011_1712637785.pdf
RN100899566,8840,10-1-1993,data/MAERT/RN100899566_8840_10-1-1993_1712529151.pdf
RN100597004,38803,10-3-2006,data/MAERT/RN100597004_38803_10-3-2006_1713070968.pdf
RN103886289,79674,2-11-2013,data/MAERT/RN103886289_79674_2-11-2013_1712287216.pdf
RN100210830,3678,6-17-1994,data/MAERT/RN100210830_3678_6-17-1994_1712535391.pdf
RN102597846,3611D,10-22-2001,data/MAERT/RN102597846_3611D_10-22-2001_1712704911.pdf
RN100611201,28896,9-15-2006,data/MAERT/RN100611201_28896_9-15-2006_1712340528.pdf
RN101645307,17888,1-24-2017,data/MAERT/RN101645307_17888_1-24-2017_1711829120.pdf
RN100221589,3663,7-30-2008,data/MAERT/RN100221589_3663_7-30-2008_1712631657.pdf
RN100211176,19169,3-17-2008,data/MAERT/RN100211176_19169_3-17-2008_1713194476.pdf
RN105776306,89957L001,10-25-2010,data/MAERT/RN105776306_89957L001_10-25-2010_1711185928.pdf
RN102660875,48501,3-5-2003,data/MAERT/RN102660875_48501_3-5-2003_1711935909.pdf
RN102530490,560A,7-26-2005,data/MAERT/RN102530490_560A_7-26-2005_1713399158.pdf
RN100225127,5269A,5-16-1994,data/MAERT/RN100225127_5269A_5-16-1994_1712966015.pdf
RN100616770,8696,11-28-2007,data/MAERT/RN100616770_8696_11-28-2007_1713914872.pdf
RN102560182,5146,10-21-2016,data/MAERT/RN102560182_5146_10-21-2016_1713931563.pdf
RN104614862,37802,12-16-2008,data/MAERT/RN104614862_37802_12-16-2008_1712368292.pdf
RN100219773,8221A,1-24-2018,data/MAERT/RN100219773_8221A_1-24-2018_1712232247.pdf
RN100213024,20620,10-27-1993,data/MAERT/RN100213024_20620_10-27-1993_1713072189.pdf
RN108193020,131316,11-4-2015,data/MAERT/RN108193020_131316_11-4-2015_1714039850.pdf
RN102846680,20609,5-14-2013,data/MAERT/RN102846680_20609_5-14-2013_1711989530.pdf
RN100853191,25445,3-19-1998,data/MAERT/RN100853191_25445_3-19-1998_1712813000.pdf
RN100828482,53464L001,7-24-2003,data/MAERT/RN100828482_53464L001_7-24-2003_1713034519.pdf
RN105978092,93234,5-7-2013,data/MAERT/RN105978092_93234_5-7-2013_1712957164.pdf
RN100212216,9576,4-13-2001,data/MAERT/RN100212216_9576_4-13-2001_1712531383.pdf
RN100211762,6469,10-1-1993,data/MAERT/RN100211762_6469_10-1-1993_1712862705.pdf
RN102076601,32801,10-31-2007,data/MAERT/RN102076601_32801_10-31-2007_1711926095.pdf
RN106522477,124341,9-20-2019,data/MAERT/RN106522477_124341_9-20-2019_1711338402.pdf
RN103177523,55380,2-4-2004,data/MAERT/RN103177523_55380_2-4-2004_1712247078.pdf
RN100216191,76474,3-1-2010,data/MAERT/RN100216191_76474_3-1-2010_1712469173.pdf
RN102608676,22474,4-19-2013,data/MAERT/RN102608676_22474_4-19-2013_1713783139.pdf
RN107418725,GHGPSDTX117,12-16-2015,data/MAERT/RN107418725_GHGPSDTX117_12-16-2015_1712230735.pdf
RN100222413,1867A,2-8-2008,data/MAERT/RN100222413_1867A_2-8-2008_1711347641.pdf
RN100225093,466A,11-19-2008,data/MAERT/RN100225093_466A_11-19-2008_1712635467.pdf
RN102175866,47026,8-16-2012,data/MAERT/RN102175866_47026_8-16-2012_1712982296.pdf
RN104421060,73548,11-9-2012,data/MAERT/RN104421060_73548_11-9-2012_1712800665.pdf
RN108039520,156522,10-8-2019,data/MAERT/RN108039520_156522_10-8-2019_1712304417.pdf
RN100221589,22051,1-25-2012,data/MAERT/RN100221589_22051_1-25-2012_1712630989.pdf
RN100258060,5546,12-20-2004,data/MAERT/RN100258060_5546_12-20-2004_1711124433.pdf
RN102320116,49115,12-28-2004,data/MAERT/RN102320116_49115_12-28-2004_1711340214.pdf
RN102495884,9868A,3-31-2000,data/MAERT/RN102495884_9868A_3-31-2000_1713216285.pdf
RN102540754,1862A,10-15-1998,data/MAERT/RN102540754_1862A_10-15-1998_1711945069.pdf
RN102175726,46786,5-11-2001,data/MAERT/RN102175726_46786_5-11-2001_1712038468.pdf
RN105433890,70661,10-5-2009,data/MAERT/RN105433890_70661_10-5-2009_1713737639.pdf
RN100219526,19806,9-19-2018,data/MAERT/RN100219526_19806_9-19-2018_1711887035.pdf
RN102594694,1269A,10-20-2021,data/MAERT/RN102594694_1269A_10-20-2021_1713768857.pdf
RN102495884,9868A,12-29-2020,data/MAERT/RN102495884_9868A_12-29-2020_1713216062.pdf
RN100219096,22099,4-5-2019,data/MAERT/RN100219096_22099_4-5-2019_1712535901.pdf
RN105826440,91276,11-12-2010,data/MAERT/RN105826440_91276_11-12-2010_1712533790.pdf
RN100545466,37887,12-28-2000,data/MAERT/RN100545466_37887_12-28-2000_1713409537.pdf
RN100220060,PSDTX313,10-24-1994,data/MAERT/RN100220060_PSDTX313_10-24-1994_1712708445.pdf
RN102563863,56319,2-6-2004,data/MAERT/RN102563863_56319_2-6-2004_1713747816.pdf
RN101058410,7264,3-16-2012,data/MAERT/RN101058410_7264_3-16-2012_1711946926.pdf
RN100218932,3149,8-6-2013,data/MAERT/RN100218932_3149_8-6-2013_1712421239.pdf
RN102584026,6825Z,7-9-1999,data/MAERT/RN102584026_6825Z_7-9-1999_1712677757.pdf
RN100225085,20800,10-12-1998,data/MAERT/RN100225085_20800_10-12-1998_1711946770.pdf
RN100214626,5691,7-29-2004,data/MAERT/RN100214626_5691_7-29-2004_1713918897.pdf
RN104667365,76217L001,9-13-2005,data/MAERT/RN104667365_76217L001_9-13-2005_1713924537.pdf
RN100805696,19061,2-4-1993,data/MAERT/RN100805696_19061_2-4-1993_1713026978.pdf
RN100219526,22052,1-17-1997,data/MAERT/RN100219526_22052_1-17-1997_1711887055.pdf
RN100601566,19014,12-3-1996,data/MAERT/RN100601566_19014_12-3-1996_1712536815.pdf
RN102605375,6048,10-21-2016,data/MAERT/RN102605375_6048_10-21-2016_1711839542.pdf
RN100781954,17353,7-22-2003,data/MAERT/RN100781954_17353_7-22-2003_1712698975.pdf
RN102805272,8925,3-22-2018,data/MAERT/RN102805272_8925_3-22-2018_1713324174.pdf
